genome_id,genome_name,genome_length,contigs,checkm_completeness,checkm_contamination,genome_quality,qc_pass,mlst,cgmlst_hc10,genetic_group,split,assembly_accession,biosample_accession,bioproject_accession
1280.11029,Staphylococcus aureus strain 3688STDY6124926,2753867,15,100.0,0.6,Good,True,MLST.saureus.25,7270,cgmlst_hc10:7270,hidden_test,GCF_900126195.1,SAMEA3448936,PRJEB9575
1280.11030,Staphylococcus aureus strain 3688STDY6124927,2777803,24,100.0,0.3,Good,True,MLST.saureus.779,6652,cgmlst_hc10:6652,hidden_test,GCF_900126205.1,SAMEA3448937,PRJEB9575
1280.11031,Staphylococcus aureus strain 3688STDY6124929,2727678,17,99.4,1.2,Good,True,MLST.saureus.944,6969,cgmlst_hc10:6969,train,GCF_900126215.1,SAMEA3448939,PRJEB9575
1280.11032,Staphylococcus aureus strain 3688STDY6124930,2786848,20,100.0,0.0,Good,True,MLST.saureus.88,6970,cgmlst_hc10:6970,train,GCF_900126225.1,SAMEA3448940,PRJEB9575
1280.11033,Staphylococcus aureus strain 3688STDY6124931,2795897,29,100.0,0.0,Good,True,MLST.saureus.121,6971,cgmlst_hc10:6971,train,GCF_900126235.1,SAMEA3448941,PRJEB9575
1280.11036,Staphylococcus aureus strain 3688STDY6124933,2975321,60,100.0,0.0,Good,True,MLST.saureus.239,6653,cgmlst_hc10:6653,hidden_test,GCF_900126265.1,SAMEA3448943,PRJEB9575
1280.11037,Staphylococcus aureus strain 3688STDY6124934,2789324,23,100.0,0.0,Good,True,MLST.saureus.97,7271,cgmlst_hc10:7271,train,GCF_900126275.1,SAMEA3448944,PRJEB9575
1280.11038,Staphylococcus aureus strain 3688STDY6124935,2799945,29,100.0,0.6,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900126285.1,SAMEA3448945,PRJEB9575
1280.11039,Staphylococcus aureus strain 3688STDY6124936,2796554,32,100.0,0.0,Good,True,MLST.saureus.121,6655,cgmlst_hc10:6655,train,GCF_900126295.1,SAMEA3448946,PRJEB9575
1280.11040,Staphylococcus aureus strain 3688STDY6124937,2781417,18,100.0,0.0,Good,True,MLST.saureus.1179,7272,cgmlst_hc10:7272,train,GCF_900126305.1,SAMEA3448947,PRJEB9575
1280.11042,Staphylococcus aureus strain 3688STDY6124878,2798651,29,100.0,0.0,Good,True,MLST.saureus.121,6971,cgmlst_hc10:6971,train,GCF_900126335.1,SAMEA3448889,PRJEB9575
1280.11043,Staphylococcus aureus strain 3688STDY6124939,2779584,33,100.0,0.0,Good,True,MLST.saureus.121,7273,cgmlst_hc10:7273,train,GCF_900126325.1,SAMEA3448949,PRJEB9575
1280.11049,Staphylococcus aureus strain 3688STDY6124949,2793693,29,100.0,0.0,Good,True,MLST.saureus.121,6655,cgmlst_hc10:6655,train,GCF_900126405.1,SAMEA3448959,PRJEB9575
1280.11050,Staphylococcus aureus strain 3688STDY6124879,2814778,12,100.0,0.0,Good,True,MLST.saureus.1,6657,cgmlst_hc10:6657,train,GCF_900126415.1,SAMEA3448890,PRJEB9575
1280.11054,Staphylococcus aureus strain 3688STDY6124957,2797538,31,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900126475.1,SAMEA3448967,PRJEB9575
1280.11118,Staphylococcus aureus strain 3688STDY6124966,2792148,30,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900125175.1,SAMEA3448976,PRJEB9575
1280.11150,Staphylococcus aureus strain 3688STDY6125057,2677454,8,100.0,0.0,Good,True,MLST.saureus.1155,6660,cgmlst_hc10:6660,train,GCF_900128375.1,SAMEA3449065,PRJEB9575
1280.11151,Staphylococcus aureus strain 3688STDY6125107,2717207,9,100.0,0.0,Good,True,MLST.saureus.1155,6979,cgmlst_hc10:6979,train,GCF_900128315.1,SAMEA3449109,PRJEB9575
1280.11152,Staphylococcus aureus strain 3688STDY6125053,2725855,16,100.0,0.0,Good,True,MLST.saureus.7,6661,cgmlst_hc10:6661,train,GCF_900128305.1,SAMEA3449061,PRJEB9575
1280.11153,Staphylococcus aureus strain 3688STDY6125103,2754821,23,100.0,0.0,Good,True,MLST.saureus.1156,6980,cgmlst_hc10:6980,hidden_test,GCF_900128295.1,SAMEA3449105,PRJEB9575
1280.11154,Staphylococcus aureus strain 3688STDY6125102,2839677,32,100.0,0.6,Good,True,MLST.saureus.88,6981,cgmlst_hc10:6981,train,GCF_900128285.1,SAMEA3449104,PRJEB9575
1280.11155,Staphylococcus aureus strain 3688STDY6125058,2792970,28,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900128125.1,SAMEA3449066,PRJEB9575
1280.11156,Staphylococcus aureus strain 3688STDY6124951,2798967,32,100.0,0.0,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900128105.1,SAMEA3448961,PRJEB9575
1280.11157,Staphylococcus aureus strain 3688STDY6124950,2770625,14,100.0,0.6,Good,True,MLST.saureus.1,7279,cgmlst_hc10:7279,calibration,GCF_900128095.1,SAMEA3448960,PRJEB9575
1280.11158,Staphylococcus aureus strain 3688STDY6124948,2799139,32,100.0,0.6,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900128085.1,SAMEA3448958,PRJEB9575
1280.11159,Staphylococcus aureus strain 3688STDY6124940,2814697,26,100.0,0.0,Good,True,MLST.saureus.1,7281,cgmlst_hc10:7281,train,GCF_900128065.1,SAMEA3448950,PRJEB9575
1280.11160,Staphylococcus aureus strain 3688STDY6124928,2715862,14,100.0,0.6,Good,True,MLST.saureus.88,6663,cgmlst_hc10:6663,calibration,GCF_900128055.1,SAMEA3448938,PRJEB9575
1280.11161,Staphylococcus aureus strain 3688STDY6124876,2752920,13,100.0,0.0,Good,True,MLST.saureus.1236,6982,cgmlst_hc10:6982,train,GCF_900128045.1,SAMEA3448887,PRJEB9575
1280.11162,Staphylococcus aureus strain 3688STDY6124918,2718062,15,100.0,0.6,Good,True,MLST.saureus.88,6664,cgmlst_hc10:6664,train,GCF_900128035.1,SAMEA3448928,PRJEB9575
1280.11164,Staphylococcus aureus strain 3688STDY6124909,2797560,29,100.0,0.0,Good,True,MLST.saureus.121,6983,cgmlst_hc10:6983,hidden_test,GCF_900128015.1,SAMEA3448919,PRJEB9575
1280.11165,Staphylococcus aureus strain 3688STDY6124896,2712790,18,100.0,0.0,Good,True,MLST.saureus.1217,6984,cgmlst_hc10:6984,calibration,GCF_900128005.1,SAMEA3448907,PRJEB9575
1280.11166,Staphylococcus aureus strain 3688STDY6124894,2789271,21,100.0,0.6,Good,True,MLST.saureus.88,6985,cgmlst_hc10:6985,train,GCF_900127995.1,SAMEA3448905,PRJEB9575
1280.11167,Staphylococcus aureus strain 3688STDY6124893,2796744,30,100.0,0.0,Good,True,MLST.saureus.121,6655,cgmlst_hc10:6655,train,GCF_900127985.1,SAMEA3448904,PRJEB9575
1280.11168,Staphylococcus aureus strain 3688STDY6124892,2700621,19,100.0,0.0,Good,True,MLST.saureus.1217,6667,cgmlst_hc10:6667,train,GCF_900127975.1,SAMEA3448903,PRJEB9575
1280.11169,Staphylococcus aureus strain 3688STDY6124891,2781043,21,100.0,0.0,Good,True,MLST.saureus.97,6668,cgmlst_hc10:6668,train,GCF_900127965.1,SAMEA3448902,PRJEB9575
1280.11170,Staphylococcus aureus strain 3688STDY6124882,2800846,33,100.0,0.0,Good,True,MLST.saureus.121,6971,cgmlst_hc10:6971,train,GCF_900127945.1,SAMEA3448893,PRJEB9575
1280.11171,Staphylococcus aureus strain 3688STDY6124883,2801580,23,100.0,0.0,Good,True,MLST.saureus.779,6987,cgmlst_hc10:6987,train,GCF_900127935.1,SAMEA3448894,PRJEB9575
1280.11172,Staphylococcus aureus strain 3688STDY6124881,2802028,30,100.0,0.0,Good,True,MLST.saureus.121,6971,cgmlst_hc10:6971,train,GCF_900127925.1,SAMEA3448892,PRJEB9575
1280.11173,Staphylococcus aureus strain 3688STDY6124871,2827238,25,100.0,0.0,Good,True,MLST.saureus.88,6970,cgmlst_hc10:6970,train,GCF_900127915.1,SAMEA3448882,PRJEB9575
1280.11174,Staphylococcus aureus strain 3688STDY6124867,2799126,29,100.0,1.2,Good,True,MLST.saureus.121,6971,cgmlst_hc10:6971,train,GCF_900127905.1,SAMEA3449402,PRJEB9575
1280.11175,Staphylococcus aureus strain 3688STDY6124853,2735970,12,100.0,0.6,Good,True,MLST.saureus.188,6991,cgmlst_hc10:6991,train,GCF_900127895.1,SAMEA3448874,PRJEB9575
1280.11176,Staphylococcus aureus strain 3688STDY6124856,2810322,31,100.0,0.0,Good,True,MLST.saureus.121,6992,cgmlst_hc10:6992,train,GCF_900127885.1,SAMEA3448877,PRJEB9575
1280.11177,Staphylococcus aureus strain 3688STDY6124851,2831546,21,100.0,0.0,Good,True,MLST.saureus.1215,6669,cgmlst_hc10:6669,train,GCF_900127875.1,SAMEA3448872,PRJEB9575
1280.11178,Staphylococcus aureus strain 3688STDY6124846,2800129,30,100.0,0.0,Good,True,MLST.saureus.121,6670,cgmlst_hc10:6670,train,GCF_900127865.1,SAMEA3448867,PRJEB9575
1280.11179,Staphylococcus aureus strain 3688STDY6124842,2790701,32,100.0,0.0,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900127855.1,SAMEA3448863,PRJEB9575
1280.11180,Staphylococcus aureus strain 3688STDY6124828,2823960,18,100.0,0.0,Good,True,MLST.saureus.1215,6672,cgmlst_hc10:6672,hidden_test,GCF_900127845.1,SAMEA3448849,PRJEB9575
1280.11181,Staphylococcus aureus strain 3688STDY6124839,2778553,9,100.0,0.0,Good,True,MLST.saureus.1,6673,cgmlst_hc10:6673,hidden_test,GCF_900127825.1,SAMEA3448860,PRJEB9575
1280.11182,Staphylococcus aureus strain 3688STDY6124822,2862279,37,100.0,0.0,Good,True,MLST.saureus.239,6674,cgmlst_hc10:6674,train,GCF_900127815.1,SAMEA3448843,PRJEB9575
1280.11183,Staphylococcus aureus strain 3688STDY6124816,2811123,9,100.0,0.0,Good,True,MLST.saureus.1,7282,cgmlst_hc10:7282,train,GCF_900127805.1,SAMEA3448837,PRJEB9575
1280.11184,Staphylococcus aureus strain 3688STDY6124813,2732658,17,100.0,0.0,Good,True,MLST.saureus.97,6993,cgmlst_hc10:6993,train,GCF_900127795.1,SAMEA3448834,PRJEB9575
1280.11185,Staphylococcus aureus strain 3688STDY6125044,2796341,31,100.0,0.0,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900127785.1,SAMEA3449052,PRJEB9575
1280.11186,Staphylococcus aureus strain 3688STDY6125040,2796813,30,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900127775.1,SAMEA3449048,PRJEB9575
1280.11187,Staphylococcus aureus strain 3688STDY6125030,2837051,32,100.0,0.0,Good,True,MLST.saureus.121,6983,cgmlst_hc10:6983,hidden_test,GCF_900127765.1,SAMEA3449038,PRJEB9575
1280.11188,Staphylococcus aureus strain 3688STDY6125028,2792830,31,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900127755.1,SAMEA3449036,PRJEB9575
1280.11189,Staphylococcus aureus strain 3688STDY6125021,2790981,24,100.0,0.0,Good,True,MLST.saureus.121,7285,cgmlst_hc10:7285,train,GCF_900127745.1,SAMEA3449029,PRJEB9575
1280.11190,Staphylococcus aureus strain 3688STDY6125017,2790540,18,100.0,0.0,Good,True,MLST.saureus.97,7271,cgmlst_hc10:7271,train,GCF_900127735.1,SAMEA3449025,PRJEB9575
1280.11191,Staphylococcus aureus strain 3688STDY6125002,2712931,17,100.0,0.0,Good,True,MLST.saureus.5,6676,cgmlst_hc10:6676,train,GCF_900127725.1,SAMEA3449012,PRJEB9575
1280.11192,Staphylococcus aureus strain 3688STDY6124994,2788066,30,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900127715.1,SAMEA3449004,PRJEB9575
1280.11193,Staphylococcus aureus strain 3688STDY6124991,2799915,32,100.0,0.0,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900127705.1,SAMEA3449001,PRJEB9575
1280.11194,Staphylococcus aureus strain 3688STDY6124985,2802783,32,100.0,0.0,Good,True,MLST.saureus.121,7285,cgmlst_hc10:7285,train,GCF_900127685.1,SAMEA3448995,PRJEB9575
1280.11196,Staphylococcus aureus strain 3688STDY6124987,2824777,11,100.0,0.0,Good,True,MLST.saureus.1,7289,cgmlst_hc10:7289,hidden_test,GCF_900127665.1,SAMEA3448997,PRJEB9575
1280.11197,Staphylococcus aureus strain 3688STDY6124972,2757360,18,100.0,1.2,Good,True,MLST.saureus.88,7290,cgmlst_hc10:7290,train,GCF_900127655.1,SAMEA3448982,PRJEB9575
1280.11198,Staphylococcus aureus strain 3688STDY6124969,2714509,25,100.0,0.0,Good,True,MLST.saureus.1292,6679,cgmlst_hc10:6679,train,GCF_900127645.1,SAMEA3448979,PRJEB9575
1280.11199,Staphylococcus aureus strain 3688STDY6124960,2792111,34,100.0,0.0,Good,True,MLST.saureus.121,6654,cgmlst_hc10:6654,calibration,GCF_900127635.1,SAMEA3448970,PRJEB9575
1280.11200,Staphylococcus aureus strain 3688STDY6125142,2731654,16,100.0,0.0,Good,True,MLST.saureus.97,6995,cgmlst_hc10:6995,train,GCF_900127105.1,SAMEA3449144,PRJEB9575
1280.11201,Staphylococcus aureus strain 3688STDY6125056,2740067,19,100.0,0.0,Good,True,MLST.saureus.97,7291,cgmlst_hc10:7291,train,GCF_900127015.1,SAMEA3449064,PRJEB9575
1280.11202,Staphylococcus aureus strain 3688STDY6125055,2790813,27,100.0,0.0,Good,True,MLST.saureus.121,7285,cgmlst_hc10:7285,train,GCF_900126925.1,SAMEA3449063,PRJEB9575
1280.11203,Staphylococcus aureus strain 3688STDY6125054,2800266,37,100.0,0.0,Good,True,MLST.saureus.121,7285,cgmlst_hc10:7285,train,GCF_900126845.1,SAMEA3449062,PRJEB9575
1280.11204,Staphylococcus aureus strain 3688STDY6125104,2801380,36,100.0,0.0,Good,True,MLST.saureus.121,6996,cgmlst_hc10:6996,train,GCF_900126765.1,SAMEA3449106,PRJEB9575
1280.11205,Staphylococcus aureus strain 3688STDY6125101,2753286,16,100.0,0.6,Good,True,MLST.saureus.25,7294,cgmlst_hc10:7294,train,GCF_900126755.1,SAMEA3449103,PRJEB9575
1280.11206,Staphylococcus aureus strain 3688STDY6125052,2795913,36,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900126715.1,SAMEA3449060,PRJEB9575
1280.11207,Staphylococcus aureus strain 3688STDY6125051,2796255,28,100.0,1.2,Good,True,MLST.saureus.121,6997,cgmlst_hc10:6997,train,GCF_900126635.1,SAMEA3449059,PRJEB9575
1280.11208,Staphylococcus aureus strain 3688STDY6125050,2772624,27,100.0,0.0,Good,True,MLST.saureus.779,7296,cgmlst_hc10:7296,train,GCF_900126575.1,SAMEA3449058,PRJEB9575
1280.11209,Staphylococcus aureus strain 3688STDY6125060,2798236,11,100.0,0.6,Good,True,MLST.saureus.1,6681,cgmlst_hc10:6681,train,GCF_900126535.1,SAMEA3449068,PRJEB9575
1280.11210,Staphylococcus aureus strain 3688STDY6125049,2748176,18,100.0,0.0,Good,True,,7297,cgmlst_hc10:7297,calibration,GCF_900126505.1,SAMEA3449057,PRJEB9575
1280.11211,Staphylococcus aureus strain 3688STDY6125059,2835793,19,100.0,0.6,Good,True,MLST.saureus.188,7298,cgmlst_hc10:7298,train,GCF_900126515.1,SAMEA3449067,PRJEB9575
1280.11212,Staphylococcus aureus strain 3688STDY6124880,2775071,33,100.0,0.0,Good,True,MLST.saureus.291,6998,cgmlst_hc10:6998,calibration,GCF_900126495.1,SAMEA3448891,PRJEB9575
1280.11213,Staphylococcus aureus strain 3688STDY6124958,2746053,23,100.0,0.0,Good,True,MLST.saureus.15,7299,cgmlst_hc10:7299,train,GCF_900126485.1,SAMEA3448968,PRJEB9575
1280.11214,Staphylococcus aureus strain 3688STDY6124956,2800896,33,100.0,0.0,Good,True,MLST.saureus.121,7285,cgmlst_hc10:7285,train,GCF_900126465.1,SAMEA3448966,PRJEB9575
1280.11215,Staphylococcus aureus strain 3688STDY6124955,3004009,40,100.0,0.0,Good,True,MLST.saureus.239,7301,cgmlst_hc10:7301,hidden_test,GCF_900126455.1,SAMEA3448965,PRJEB9575
1280.11216,Staphylococcus aureus strain 3688STDY6124952,2790142,32,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900126425.1,SAMEA3448962,PRJEB9575
1280.11217,Staphylococcus aureus strain 3688STDY6124947,2695670,20,100.0,0.0,Good,True,MLST.saureus.15,7303,cgmlst_hc10:7303,train,GCF_900126395.1,SAMEA3448957,PRJEB9575
1280.11218,Staphylococcus aureus strain 3688STDY6124946,2796159,31,100.0,0.0,Good,True,MLST.saureus.121,7304,cgmlst_hc10:7304,train,GCF_900126385.1,SAMEA3448956,PRJEB9575
1280.11219,Staphylococcus aureus strain 3688STDY6124945,2984688,53,100.0,0.6,Good,True,MLST.saureus.241,7305,cgmlst_hc10:7305,calibration,GCF_900126375.1,SAMEA3448955,PRJEB9575
1280.11220,Staphylococcus aureus strain 3688STDY6124944,2719434,19,100.0,0.0,Good,True,MLST.saureus.72,6682,cgmlst_hc10:6682,calibration,GCF_900126365.1,SAMEA3448954,PRJEB9575
1280.11221,Staphylococcus aureus strain 3688STDY6124943,2798819,29,100.0,0.0,Good,True,MLST.saureus.121,7274,cgmlst_hc10:7274,train,GCF_900126355.1,SAMEA3448953,PRJEB9575
1280.11222,Staphylococcus aureus strain 3688STDY6124942,2786000,20,100.0,0.0,Good,True,MLST.saureus.1179,7307,cgmlst_hc10:7307,train,GCF_900126345.1,SAMEA3448952,PRJEB9575
