genome_id,mlst_group,cluster,is_representative,partition
46170.179,STsolo_46170.179,hc10:5496,True,test
1422484.3,ST398,hc10:19467,True,train
1280.4964,ST8,hc10:12217,True,train
46170.178,ST8,hc10:5494,True,train
1280.15873,ST2434,hc10:5815,True,train
1280.15921,ST152,hc10:5632,True,test
1280.51803,ST225,hc10:5985,True,calibration
1280.51748,ST8,hc10:5942,True,train
1280.9348,ST239,hc10:19054,True,train
1280.39720,ST8,hc10:7745,True,train
1280.39449,ST5,hc10:4813,True,train
1422739.3,ST398,hc10:16349,True,train
1280.9325,ST22,hc10:19436,True,train
1280.9354,ST239,hc10:19058,True,train
1280.9351,ST239,hc10:19056,True,train
1280.8362,ST8,hc10:2825,True,train
1280.51800,ST225,hc10:5983,True,calibration
1280.9991,ST1,hc10:3877,True,train
1280.4954,ST8,hc10:12229,True,train
1280.9763,ST1,hc10:1078,True,train
1280.4940,STsolo_1280.4940,nogroup:1280.4940,True,test
1280.26017,ST1,hc10:660,True,train
1422555.3,ST398,hc10:19706,True,train
1280.15868,ST3249,hc10:5608,True,calibration
1280.15870,ST15,hc10:5348,True,train
1280.51818,ST22,hc10:5999,True,train
1413592.3,ST398,hc10:7202,True,train
1280.8655,ST8,hc10:3777,True,train
1280.51770,ST45,hc10:5956,True,calibration
1280.15869,ST15,hc10:5814,True,train
1422509.3,ST3709,hc10:19683,True,calibration
1280.15871,ST15,hc10:5609,True,train
1280.9318,ST239,hc10:19432,True,train
1280.39715,ST8,hc10:7741,True,train
1422645.3,ST398,hc10:19475,True,train
1280.9352,ST239,hc10:19057,True,train
1280.39780,ST8,hc10:7800,True,train
1280.15887,ST3248,hc10:5820,True,test
1280.51804,ST225,hc10:5986,True,calibration
1280.15913,ST5,hc10:5351,True,train
1280.51893,ST228,hc10:6066,True,train
1280.11290,ST12,hc10:7031,True,train
1280.51920,ST4409,hc10:6092,True,calibration
1280.11157,ST1,hc10:7279,True,train
904787.3,STsolo_904787.3,hc10:3590,True,train
904801.3,ST8,hc10:3596,True,train
904799.3,ST8,hc10:3594,True,train
1280.11210,STsolo_1280.11210,hc10:7297,True,test
904792.3,ST4166,hc10:3591,True,train
1280.11311,ST508,hc10:7037,True,calibration
1280.11241,ST121,hc10:7310,True,train
1280.9347,ST22,hc10:19053,True,train
1280.39719,ST8,hc10:7870,True,train
1280.7357,ST176,hc10:19380,True,calibration
1280.16858,ST9,hc10:15197,True,test
1280.11299,ST7,hc10:7319,True,test
1280.11715,ST1217,hc10:7368,True,train
1280.51875,ST225,hc10:6051,True,calibration
1280.51864,ST5,hc10:6041,True,train
1280.11215,ST239,hc10:7301,True,train
1280.9327,ST239,hc10:19615,True,train
1280.11330,ST7,hc10:7336,True,test
1280.9350,ST1452,hc10:19055,True,train
1280.11166,ST88,hc10:6985,True,train
1280.9326,ST239,hc10:19047,True,train
1280.39721,ST8,hc10:7746,True,train
1280.11315,ST97,hc10:7040,True,calibration
1280.26070,ST779,hc10:684,True,train
1280.9336,ST1531,hc10:19618,True,train
1280.11030,ST779,hc10:6652,True,train
1280.11184,ST97,hc10:6993,True,calibration
1280.9306,ST22,hc10:19039,True,train
1280.39797,ST8,hc10:7816,True,train
1280.11036,ST239,hc10:6653,True,train
1280.51849,ST225,hc10:6028,True,calibration
1280.51861,ST22,hc10:6038,True,train
1280.9311,ST22,hc10:19610,True,train
1413518.3,ST398,hc10:11700,True,train
1280.11182,ST239,hc10:6674,True,train
1280.8849,ST239,hc10:19011,True,train
1280.39809,ST8,hc10:7828,True,train
1280.9314,ST22,hc10:19044,True,train
1280.15897,ST152,hc10:5621,True,test
1280.9366,ST22,hc10:19064,True,train
1280.9312,ST22,hc10:19043,True,train
1280.11719,ST291,hc10:7370,True,calibration
1280.39728,ST8,hc10:7750,True,train
1280.51844,ST22,hc10:6023,True,train
1280.8840,ST239,hc10:19578,True,train
1280.51886,ST111,hc10:6055,True,calibration
1280.11267,ST121,hc10:7024,True,train
1280.51884,ST228,hc10:6058,True,train
1280.11264,ST1155,hc10:7021,True,calibration
1280.9349,ST22,hc10:19624,True,train
1413516.3,ST398,hc10:7180,True,train
1280.39759,ST8,hc10:7781,True,train
1280.15939,ST8,hc10:5634,True,train
1280.11223,ST239,hc10:7308,True,train
1280.11226,ST88,hc10:7000,True,train
904785.3,ST239,hc10:3588,True,train
1280.51843,ST225,hc10:6022,True,calibration
1280.15867,ST3249,hc10:5347,True,calibration
1280.15900,ST45,hc10:5623,True,calibration
904786.3,ST87,hc10:3589,True,test
1280.15908,ST3251,hc10:5832,True,test
1280.51918,ST30,hc10:6090,True,test
1280.11292,ST239,hc10:7315,True,train
1280.9305,ST22,hc10:19038,True,train
1280.9324,ST22,hc10:19046,True,train
1280.51784,ST22,hc10:5967,True,train
1280.11306,ST97,hc10:7324,True,calibration
1280.51838,ST22,hc10:6017,True,train
1280.16775,ST9,hc10:17752,True,test
1280.11722,ST2971,hc10:7051,True,test
1280.9301,ST22,hc10:19427,True,train
1280.11725,ST1179,hc10:7372,True,test
1280.15901,ST250,hc10:5818,True,train
1280.15906,ST3250,hc10:5830,True,calibration
1280.16776,ST9,hc10:17753,True,test
1280.7343,ST239,hc10:19570,True,train
1280.16862,ST9,hc10:17759,True,test
1280.8447,ST1,hc10:3224,True,train
1280.51764,ST8,hc10:5951,True,train
1280.16861,ST9,hc10:6119,True,test
1422681.3,ST398,hc10:16341,True,train
1280.25989,ST1,hc10:636,True,train
1280.51870,ST22,hc10:6047,True,train
1280.8845,ST239,hc10:19009,True,train
1280.9313,ST239,hc10:19611,True,train
1422537.3,ST398,hc10:19667,True,train
1280.39724,ST8,hc10:7873,True,train
1280.26001,ST779,hc10:652,True,train
1280.9345,ST22,hc10:19024,True,train
1280.39714,ST8,hc10:7740,True,train
1422443.3,ST398,hc10:19641,True,train
1280.26047,ST45,hc10:25,True,calibration
1280.9343,ST239,hc10:19622,True,train
1280.39731,ST8,hc10:7753,True,train
1280.51810,ST22,hc10:5992,True,train
1422470.3,ST398,hc10:19464,True,train
1280.8460,ST8,hc10:2355,True,train
1280.8107,ST1,hc10:2539,True,train
1280.9310,ST22,hc10:19609,True,train
1280.39471,ST8,hc10:4835,True,train
1280.4933,ST5,hc10:12219,True,train
1280.15893,ST3248,hc10:5825,True,test
1280.39467,ST6613,hc10:4831,True,test
1280.51840,ST22,hc10:6019,True,train
1280.8772,ST45,hc10:3237,True,calibration
1280.39718,STsolo_1280.39718,hc10:7744,True,test
1422577.3,ST398,hc10:19168,True,train
1280.26010,ST375,hc10:656,True,calibration
1280.26029,ST22,hc10:17,True,train
1280.9363,ST239,hc10:19627,True,train
1280.51779,ST8,hc10:5965,True,train
1280.4932,ST72,nogroup:1280.4932,True,test
1280.16805,ST_ST9,nogroup:1280.16805,True,calibration
1422465.3,ST398,hc10:19671,True,train
1280.3350,ST250,hc10:20978,True,train
1280.9316,ST22,hc10:19613,True,train
1280.25999,ST1,hc10:650,True,train
1280.9358,ST239,hc10:19626,True,train
1280.11032,ST88,hc10:6970,True,train
1280.51911,ST228,hc10:6083,True,train
1280.11201,ST97,hc10:7291,True,calibration
1280.11029,ST25,hc10:7270,True,train
1280.9335,ST239,hc10:19617,True,train
1280.9353,ST239,hc10:19625,True,train
1422682.3,ST398,hc10:19673,True,train
1280.9340,ST239,hc10:19621,True,train
1280.9302,ST22,hc10:19428,True,train
1280.10030,ST1,hc10:2708,True,train
1280.8493,ST22,hc10:2839,True,train
1280.9308,ST239,hc10:19041,True,train
1280.4956,ST256,hc10:12230,True,test
1280.39462,ST22,hc10:4826,True,train
1280.26021,STsolo_1280.26021,hc10:662,True,calibration
1280.4947,ST8,hc10:6767,True,train
1280.4922,ST8,hc10:12214,True,train
1280.7354,ST239,hc10:19008,True,train
1280.26014,ST7,hc10:10,True,test
1280.8439,ST3449,hc10:3741,True,test
1280.4948,ST8,hc10:12225,True,train
1280.15872,STsolo_1280.15872,hc10:20417,True,train
1280.16864,ST9,hc10:15198,True,test
1280.24846,ST22,hc10:18404,True,train
1280.4935,ST5,hc10:6760,True,train
1280.24857,ST36,hc10:18415,True,calibration
1280.25119,ST5,hc10:14242,True,train
1280.25021,ST1,hc10:18136,True,train
1280.25145,ST8,hc10:14251,True,train
1280.24810,ST22,hc10:18087,True,train
1422581.3,ST398,hc10:19171,True,train
1280.24828,ST22,hc10:18105,True,train
1422462.3,ST398,hc10:19662,True,train
1280.25042,ST22,hc10:18143,True,train
1280.24872,ST22,hc10:17866,True,train
1280.24844,ST22,hc10:18402,True,train
1280.25051,ST22,hc10:18144,True,train
1280.25117,ST30,hc10:14846,True,test
1422689.3,ST398,hc10:19759,True,train
1280.25023,ST22,hc10:14211,True,train
1280.24801,ST22,hc10:17851,True,train
1280.25066,ST22,hc10:14227,True,train
1280.24835,ST22,hc10:17860,True,train
1280.25124,ST22,hc10:18478,True,train
1280.25040,ST5,hc10:18141,True,train
1280.25176,ST22,hc10:12964,True,train
1280.24825,ST72,hc10:18102,True,test
1280.25046,ST5,hc10:14223,True,train
1280.24790,ST22,hc10:17840,True,train
1280.24882,ST22,hc10:17876,True,train
1280.25174,ST22,hc10:14263,True,train
1280.25071,ST22,hc10:14231,True,train
1280.25025,ST3671,hc10:14213,True,calibration
1280.25002,ST22,hc10:18118,True,train
1280.39451,ST8,hc10:4815,True,train
1280.24770,ST22,hc10:18079,True,train
1280.24917,ST22,hc10:18462,True,train
1280.24914,ST22,hc10:18459,True,train
1280.25086,ST526,hc10:18507,True,train
1280.25047,ST1,hc10:14224,True,train
1280.25151,ST22,hc10:14853,True,train
1280.24791,ST22,hc10:17841,True,train
1280.24977,ST22,hc10:17898,True,train
1280.25142,ST241,hc10:12728,True,test
1280.24962,ST22,hc10:14828,True,train
1280.24979,ST22,hc10:17900,True,train
1280.24881,ST22,hc10:17875,True,train
1422411.3,ST398,hc10:19647,True,train
1422412.3,ST398,hc10:19087,True,train
1422570.3,ST398,hc10:19081,True,train
1280.25128,ST22,hc10:18521,True,train
1280.24843,ST36,hc10:18401,True,calibration
1280.24927,ST8,hc10:18472,True,train
1280.25064,ST8,hc10:18500,True,train
1280.25094,ST22,hc10:14836,True,train
1280.24940,ST22,hc10:18485,True,train
1280.24951,ST22,hc10:18496,True,train
1422503.3,ST398,hc10:19469,True,train
1280.24978,ST22,hc10:17899,True,train
1422606.3,ST398,hc10:19719,True,train
1280.25068,ST22,hc10:14229,True,train
1280.25003,ST22,hc10:18119,True,train
1280.24761,ST5,hc10:17827,True,train
1280.25106,ST22,hc10:14841,True,train
1280.25000,ST22,hc10:18116,True,train
1280.24805,ST22,hc10:17855,True,train
1280.24932,ST22,hc10:18477,True,train
1280.25136,ST22,hc10:12959,True,train
1280.24787,ST22,hc10:17837,True,train
1280.25165,ST241,hc10:14261,True,test
1280.25056,ST22,hc10:18148,True,train
1280.25029,ST22,hc10:14216,True,train
1280.25053,ST22,hc10:18103,True,train
1280.24834,ST22,hc10:18396,True,train
1280.25139,ST22,hc10:12960,True,train
1280.24945,ST22,hc10:18490,True,train
1280.8343,ST3446,hc10:1038,True,calibration
1280.25079,ST22,hc10:18503,True,train
1280.24874,ST22,hc10:17833,True,train
1280.25105,ST5,hc10:14840,True,train
1280.24888,ST22,hc10:18433,True,train
1280.25157,ST88,hc10:12963,True,train
1280.25099,ST22,hc10:18512,True,train
1280.24789,ST22,hc10:17839,True,train
1280.24961,ST5,hc10:17883,True,train
1280.25148,ST149,hc10:14253,True,test
1280.24812,ST22,hc10:18089,True,train
1280.24986,ST3672,hc10:18108,True,test
1280.25014,ST22,hc10:18129,True,train
1280.25013,ST22,hc10:18128,True,train
1280.24969,ST22,hc10:17890,True,train
1280.25036,ST36,hc10:12718,True,calibration
1280.25163,ST8,hc10:14259,True,train
1280.24958,ST22,hc10:17880,True,train
1280.24948,ST1,hc10:18468,True,train
1280.24785,ST22,hc10:17835,True,train
1280.25017,ST3074,hc10:18132,True,calibration
1280.24818,ST22,hc10:18095,True,train
1280.24943,ST22,hc10:18488,True,train
1280.24865,ST22,hc10:18423,True,train
1280.25018,ST45,hc10:18133,True,calibration
1280.4937,ST8,hc10:6761,True,train
1280.25044,ST22,hc10:14221,True,train
1280.24884,ST22,hc10:18429,True,train
1280.25076,ST59,hc10:12722,True,train
1280.25169,ST22,hc10:14264,True,train
1280.7433,ST1,hc10:3682,True,train
1280.4986,ST8,hc10:12245,True,train
1280.25085,ST22,hc10:14835,True,train
1280.24910,ST22,hc10:18455,True,train
1280.25129,ST22,hc10:14245,True,train
1280.25037,ST5,hc10:18139,True,train
1280.24764,ST22,hc10:18073,True,train
1280.24994,ST22,hc10:18110,True,train
1280.24759,ST22,hc10:17825,True,train
1280.24773,ST22,hc10:18082,True,train
1280.24862,ST22,hc10:18420,True,train
1280.25011,ST3735,hc10:12716,True,test
1280.24988,ST22,hc10:12711,True,train
1280.25092,ST105,hc10:18511,True,calibration
1280.24792,ST12,hc10:17842,True,train
1280.25001,ST1,hc10:18117,True,train
1280.39445,ST8,hc10:4809,True,train
1280.24900,ST3674,hc10:18399,True,calibration
1280.25159,ST22,hc10:14255,True,train
1280.25147,ST5,hc10:14252,True,train
1280.24876,ST22,hc10:17870,True,train
1280.4930,ST8,hc10:6752,True,train
1280.24832,ST22,hc10:18394,True,train
1280.24934,ST22,hc10:18479,True,train
1280.25065,ST1082,hc10:12720,True,test
1280.24765,ST22,hc10:18074,True,train
1280.25113,ST36,hc10:14241,True,calibration
1280.24782,ST22,hc10:17832,True,train
1280.24995,ST22,hc10:18111,True,train
1280.24970,ST36,hc10:17891,True,calibration
1280.24858,ST3743,hc10:18416,True,train
1280.25088,ST22,hc10:18509,True,train
1280.24989,ST22,hc10:12712,True,train
1280.24840,ST3669,hc10:18398,True,train
1280.24916,ST22,hc10:18461,True,train
1280.25031,ST22,hc10:14218,True,train
1280.24960,ST22,hc10:17882,True,train
1280.24967,ST22,hc10:17888,True,train
1280.25097,ST30,hc10:14838,True,test
1280.25059,ST22,hc10:18151,True,train
1280.25102,ST772,hc10:18513,True,test
1280.24925,ST22,hc10:18470,True,train
1280.24880,ST22,hc10:17874,True,train
1280.24786,ST22,hc10:17836,True,train
1280.24947,ST1340,hc10:18492,True,test
1280.24762,ST125,hc10:18071,True,calibration
1280.24864,ST88,hc10:18422,True,train
1280.4951,ST8,hc10:12227,True,train
1280.25005,ST22,hc10:18121,True,train
1280.24823,ST22,hc10:18100,True,train
1280.25111,ST22,hc10:12955,True,train
1280.4946,ST72,hc10:12224,True,test
1280.24902,ST5,hc10:18447,True,train
1280.24811,ST30,hc10:18088,True,test
1280.25162,ST36,hc10:14258,True,calibration
1280.25152,ST1,hc10:14854,True,train
1280.25121,ST97,hc10:12957,True,calibration
1280.25004,ST22,hc10:18120,True,train
1280.24802,ST22,hc10:17852,True,train
1280.24924,ST22,hc10:18469,True,train
1280.24852,ST1,hc10:18410,True,train
1280.25072,ST97,hc10:14232,True,calibration
1280.24931,ST59,hc10:18476,True,train
1280.7961,ST2444,hc10:3692,True,test
1280.24804,ST22,hc10:17854,True,train
1280.39457,ST5,hc10:4821,True,train
1280.25039,ST36,hc10:18140,True,calibration
1280.25007,ST22,hc10:18123,True,train
1280.8485,ST828,hc10:2837,True,test
1280.24829,ST22,hc10:18391,True,train
1280.24972,ST2916,hc10:17893,True,test
1280.24847,ST22,hc10:18405,True,train
1280.24820,ST22,hc10:18097,True,train
1280.25155,ST5,hc10:14857,True,train
1280.24799,ST5,hc10:17849,True,train
1280.25062,ST22,hc10:14832,True,train
1280.24894,ST22,hc10:18439,True,train
1280.25153,ST22,hc10:14855,True,train
1280.24964,ST22,hc10:17885,True,train
1280.25125,ST22,hc10:12958,True,train
1280.9977,ST8,hc10:2090,True,train
1280.24788,ST22,hc10:17838,True,train
1280.25082,ST22,hc10:18504,True,train
1280.4917,ST8,hc10:6753,True,train
46170.180,ST8,hc10:5497,True,train
1422722.3,ST398,hc10:19470,True,train
1280.15919,ST508,hc10:5630,True,calibration
1422672.3,ST398,hc10:19749,True,train
1422666.3,ST398,hc10:19656,True,train
1422692.3,ST398,hc10:19761,True,train
46170.174,ST8,hc10:5798,True,train
1280.4928,ST8,hc10:12216,True,train
1422534.3,ST398,hc10:19693,True,train
1280.26094,ST2371,hc10:3031,True,train
1280.39455,ST8,hc10:4819,True,train
1280.26076,ST2371,hc10:3030,True,train
1280.8658,ST8,hc10:2863,True,train
1422472.3,ST398,hc10:19117,True,train
1422704.3,ST3709,hc10:16343,True,calibration
1422494.3,ST398,hc10:19640,True,train
1280.9931,ST3443,hc10:2962,True,calibration
1280.9436,ST45,hc10:1781,True,calibration
1280.15866,ST15,hc10:5607,True,train
1280.26114,ST2371,hc10:3419,True,train
1280.39470,ST30,hc10:4834,True,test
46170.175,ST8,hc10:5799,True,train
1280.15930,ST8,hc10:3110,True,train
1422558.3,ST398,hc10:19082,True,train
1280.4920,ST8,hc10:6756,True,train
1280.4962,ST8,hc10:6772,True,train
1422728.3,ST398,hc10:19500,True,train
1280.8484,ST1,hc10:2056,True,train
1280.39469,ST247,hc10:4833,True,calibration
1280.4979,ST5,hc10:6778,True,train
1280.4990,ST8,hc10:12248,True,train
1280.51739,ST22,hc10:5933,True,train
1280.4970,ST8,hc10:12237,True,train
1280.39447,ST34,hc10:4811,True,test
1280.4918,ST8,hc10:6754,True,train
1280.39446,ST5,hc10:4810,True,train
1422718.3,ST398,hc10:19495,True,train
1422751.3,ST398,hc10:19638,True,train
1280.4971,ST5,hc10:12238,True,train
1280.7946,ST1,hc10:2767,True,train
1280.15920,ST508,hc10:5631,True,calibration
1422714.3,ST398,hc10:19490,True,train
1280.39463,ST8,hc10:4827,True,train
1413587.3,ST398,hc10:7199,True,train
1280.51743,ST45,hc10:5937,True,calibration
1422541.3,ST398,hc10:19699,True,train
1280.24919,ST36,hc10:18464,True,calibration
1280.24851,ST5,hc10:18409,True,train
1280.51754,ST4408,hc10:5948,True,calibration
1280.24936,ST22,hc10:18481,True,train
1280.25116,ST22,hc10:14845,True,train
1280.24778,ST22,hc10:17828,True,train
1280.25083,ST36,hc10:18505,True,calibration
1280.24915,ST5,hc10:18460,True,train
1280.25172,ST22,hc10:14266,True,train
1280.24875,ST22,hc10:17869,True,train
1280.24974,ST36,hc10:17895,True,calibration
1422609.3,ST398,hc10:19189,True,train
1280.24779,ST22,hc10:17829,True,train
1280.51742,ST8,hc10:5936,True,train
1280.25026,ST22,hc10:14214,True,train
1280.24892,ST22,hc10:18437,True,train
1280.24896,ST8,hc10:18441,True,train
1280.4924,ST15,hc10:6758,True,train
1422580.3,ST398,hc10:19112,True,train
1280.25140,ST361,hc10:14250,True,test
1280.24992,ST22,hc10:12715,True,train
1280.24883,ST22,hc10:18428,True,train
1280.25171,ST97,hc10:14859,True,calibration
1280.24836,ST36,hc10:17861,True,calibration
1280.25061,ST22,hc10:14831,True,train
1422464.3,ST398,hc10:19113,True,train
1280.39453,ST5,hc10:4817,True,train
1280.24771,ST22,hc10:18080,True,train
1280.25173,ST22,hc10:14267,True,train
1280.25137,ST22,hc10:12726,True,train
1280.24895,ST22,hc10:18440,True,train
1422744.3,ST398,hc10:19780,True,train
1280.24794,ST59,hc10:17844,True,train
1280.24893,ST1,hc10:18438,True,train
1280.24827,ST105,hc10:18104,True,calibration
1280.25141,ST8,hc10:12961,True,train
1280.24889,ST22,hc10:18434,True,train
1280.25073,ST5,hc10:14834,True,train
1280.24998,ST45,hc10:18114,True,calibration
1280.25015,ST22,hc10:18130,True,train
1280.24976,ST241,hc10:17897,True,test
1280.51559,ST2416,hc10:12445,True,calibration
1280.51560,ST8,hc10:12446,True,train
1280.51558,ST72,hc10:12444,True,test
1422396.3,ST398,hc10:19455,True,train
1280.4965,ST8,hc10:6773,True,train
1280.9968,ST1,hc10:2669,True,train
1280.8750,ST8,hc10:2603,True,train
1280.9895,ST1,hc10:3852,True,train
1422579.3,ST398,hc10:19129,True,train
1280.24860,ST22,hc10:18418,True,train
1280.7916,ST59,hc10:2763,True,train
1280.25077,ST22,hc10:12723,True,train
1280.24815,ST22,hc10:18092,True,train
1280.25093,ST22,hc10:14237,True,train
1280.25100,ST22,hc10:14239,True,train
1422481.3,ST398,hc10:19465,True,train
1280.24968,ST152,hc10:17889,True,test
1280.25033,ST1,hc10:12717,True,train
1280.25131,ST241,hc10:14246,True,test
1422678.3,ST398,hc10:19746,True,train
1280.24808,ST22,hc10:17858,True,train
1280.24879,ST22,hc10:17873,True,train
1280.24772,ST22,hc10:18081,True,train
1280.25156,ST22,hc10:14254,True,train
1280.25149,ST22,hc10:14842,True,train
1280.25146,ST1,hc10:12962,True,train
1280.25110,ST22,hc10:18517,True,train
1280.24873,ST3122,hc10:17867,True,test
1280.25081,ST22,hc10:14234,True,train
1280.24830,ST30,hc10:18392,True,test
1280.39829,ST8,hc10:7477,True,train
1280.51924,ST398,hc10:6096,True,train
1280.39773,ST8,hc10:7793,True,train
1280.16860,ST9,hc10:17758,True,test
1280.9373,ST239,hc10:15316,True,train
1280.25973,ST109,hc10:627,True,test
1280.30283,ST8,hc10:13131,True,train
1280.30040,ST5,hc10:13957,True,train
1280.30124,ST45,hc10:18205,True,calibration
1280.26058,ST22,hc10:33,True,train
1280.39700,ST8,hc10:7726,True,train
1280.30345,ST1,hc10:13152,True,train
1280.11231,ST7,hc10:7002,True,test
1280.11711,ST2885,hc10:6716,True,test
1280.11043,ST121,hc10:7273,True,train
1280.11262,ST5495,hc10:7019,True,train
1280.9207,ST239,hc10:19587,True,train
1280.51848,ST22,hc10:6027,True,train
1280.51907,ST239,hc10:6079,True,train
1280.52155,ST398,hc10:12468,True,train
1280.11244,ST2968,hc10:7311,True,train
1413448.3,ST398,hc10:7513,True,train
1280.30089,ST59,hc10:14371,True,train
1280.9291,ST239,hc10:19035,True,train
1280.51795,ST5,hc10:5978,True,train
1280.51841,ST22,hc10:6020,True,train
1280.39753,ST8,hc10:7775,True,train
1280.30141,ST45,hc10:13323,True,calibration
1280.16841,ST59,hc10:17756,True,train
1280.30265,ST22,hc10:13115,True,train
1280.11196,ST1,hc10:7289,True,train
1280.9269,ST239,hc10:19416,True,train
1280.16772,ST9,hc10:17750,True,test
1280.29844,ST45,hc10:13896,True,calibration
1280.29997,ST22,hc10:14713,True,train
1280.11342,ST121,hc10:7348,True,train
1280.26056,ST39,hc10:31,True,train
1280.29821,ST45,hc10:13028,True,calibration
1280.51902,ST111,hc10:6074,True,calibration
1413328.3,ST398,hc10:1112,True,train
1280.11358,ST188,hc10:6711,True,test
1280.39762,ST8,hc10:7783,True,train
1280.30448,STsolo_1280.30448,hc10:18291,True,train
1280.9188,ST22,hc10:15014,True,train
1280.11176,ST121,hc10:6992,True,train
1280.9360,ST239,hc10:19443,True,train
